city_id,region_id,name_ar,name_en
768,3,صبحا,Sabha
769,3,حزرة,Hazrah
770,3,غراب,Ghurab
771,3,الحجرية,Al Hijriyah
772,3,أبو مغير,Abu Mughayr
773,3,العد,Al 'idd
774,3,الربثة,Ar Rabtah
775,3,البركة,Al Birkah
776,3,النفازي,An Nafazi
777,3,الحناكية,Al Hinakiyah
778,3,المحفر,Al Mahaffar
779,3,النخيل,An Nakhyil
780,3,الصمد,As Samd
781,3,الضميرية,Ad Dumayriyah
782,3,المحامة,Al Mahamah
783,3,الحسو,Al Hisu
784,3,الهميج,Al Humayj
785,3,صخيبرة,Sukhaybirah
786,3,هدبان,Hadban
787,3,بلغة,Bilghah
788,3,الماوية,Al Mawiyah
789,3,قصيرة,Qusayrah
790,3,العوشزي,Al Awshazi
791,3,عرجاء,'arja
792,3,طلال,Talal
793,1,الحزم,Al Hazm
794,1,الطوقي,At Tawqi
795,1,حريملاء,Huraymila
796,1,ملهم,Malham
797,1,سدوس,Sudus
798,1,حزوى,Hizwa
799,1,دقلة,Diqalah
800,1,حليفة,Hulayfah
801,1,صلبوخ,Sulbukh
802,1,البرة,Al Barrah
803,1,العويند,Al Uwaynid
804,1,البويب,Al Buwayb
805,7,عيينة,'uyaynah
806,1,إبن غنام,Ibn Ghannam
807,1,الغنامية,Al Ghanamiyah
808,1,العماج,Al 'ammaj
809,1,هيت,Hit
810,1,الحائر,Al Hair
811,1,كهف برمة,Kahf Barmah
812,1,بنبان,Banban
813,1,الثمامة,Ath Thumamah
814,1,لبن,Laban
815,1,العريدية,Al 'uraydiyah
816,1,العباسية,Al 'abbasiyah
817,1,أم رضمة,Umm Radmah
818,1,أم سليم,Umm Sulaym
819,1,ثرمداء,Tharmada'
820,1,مرات,Marat
821,1,أثيثية,Uthaythiyah
822,1,لبخة,Labkhah
823,1,روضة الفرس,Rawdat Al Faras
824,1,ام طلحة,Umm Talhah
825,1,حويتة,Huwaytah
826,1,الطويلة,At Tawilah
827,1,أوبير,Ubayr
828,1,الدرعية,Ad Dir'iyah
829,1,عرقة,'irqah
830,1,العيينة,Al Uyainah
831,1,الوصيل,Al Wusayl
832,1,أبا الكباش,Aba Al Kibash
833,1,الجبيلة,Al Jubaylah
834,1,العمارية,Al 'ammariyah
835,1,بوضة,Bawdah
836,1,العليا,Al 'ulayya
837,1,قصر القرينة,Qasr Al Quraynah
838,1,قصر فيهق,Qasr Fayhaq
839,1,ضرما,Duruma
840,1,قصور المقبل,Qusur Al Muqbil
841,1,الغطغط,Al Ghutghut
842,1,قصر ابن شهيل,Qasr Ibn Shuhayl
843,1,المغرفية,Al Maghrafiyah
844,1,جو,Jaww
845,1,الغزيز,Al Ghuzayz
846,1,الثمامي,Ath Thumamy
847,1,وعلة,Wa'alah
848,1,الشامانية,Ash Shamaniyah
849,1,القصورية,Al Qusuriyah
850,1,مزلة,Mazallah
851,1,عصيلة,'usaylah
852,1,الشواة,Ash Shawah
853,1,عليان,'ilayyan
854,1,عيدان,Idan
855,1,سيح الدبول,Sayh Ad Dubul
856,1,الهمجة,Al Hamjah
857,4,أبو سديرة,Abu Sudairah
858,1,الكدرة,Al Kadrah
859,1,الفيضة,Al Faydah
860,1,الخيس,Al Khis
861,1,الدويرة,Ad Duwayrah
862,1,أبو مروة,Abu Marwah
863,1,سماح,Samah
864,1,القرنة,Al Qarnah
865,1,داحس,Dahis
866,1,دسمان,Dasman
867,1,العويسية,Al 'uwaysiyah
868,1,العلياء,Al 'ulayya
869,1,مزرعة مزعلة,Mazra'at Miz'ilah
870,1,القوسة,Al Qawsah
871,1,الروغ,Ar Rawgh
872,1,الوسيطاء,Al Wusayta
873,1,البعيثية,Al Bu'aythiyah
874,1,الشتلانية,Ash Shatlaniyah
875,1,جدالة,Jaddalah
876,1,قفرة,Qafarah
877,1,أجزالا,Ajzala
878,1,الجفارة,Al Jafarah
879,1,غودة,Ghawdah
880,1,القويعية,Al Quway'iyah
881,1,حلبان,Halaban
882,1,سنام,Sanam
883,1,الرجع,Ar Raj'
884,1,طحي,Tuhayy
885,1,الرويضة,Ar Ruwaydah
886,1,الخنيقية,Al Khunayqiyah
887,1,الناصفة,An Nasifah
888,1,المثناة,Al Mathnah
889,1,الجلة,Jellah
890,1,الربواء,Ar Rabwa
891,1,لجعة,Laj'ah
892,1,نخيلان,Nukhaylan
893,1,عنان,'inan
894,1,البدع,Al Bad'
895,1,صبحاء,Sabha
896,2,القصر,Al Qasr
897,2,ترعة,Tir'ah
898,2,ظلم,Dhalam
899,2,الخفاشة,Al Khafashah
900,2,براش,Barash
901,2,الشريف,Ash Sharif
902,1,الجلة وتبراك,Jellah And Tebrak
903,2,الفرع,Al Far'
904,2,حرجل,Harjal
905,2,هديل,Hidayl
906,2,ام الحصن,Umm Al Hisn
907,2,اللحيان,Al Lahyan
908,2,الاسراب,Al Asrab
909,2,العثرية,Al Athriyah
910,4,الوطاة,Al Wutah
911,4,غضي,Ghudayy
912,4,الحيطان,Al Hitan
913,4,الصريف,As Sarif
914,4,الفايزية,Al Fayziyah
915,4,الصعيبية,As Su'aybiyah
916,4,نقرة العمارين,Nuqrat Al 'amarin
917,4,رغيلة,Rughaylah
918,4,مزارع الدغمانيات,Mazari' Ad Daghmaniyat
919,4,مزارع الراشد,Mazari' Ar Rashid
920,4,العليا,Al 'ulayya
921,4,الروضة,Ar Rawdah
922,4,أبلق,Ablaq
923,4,ضراس,Diras
924,4,أم مكرية,Umm Makriyah
925,4,الخناصة,Al Khinnasah
926,4,مزارع الصقيريات,Mazari' As Suqayriyat
927,4,رياض الرماح,Riyad Ar Rimah
928,4,العقلة,Al 'uqlah
929,4,روض ابن كميان,Rawd Ibn Kumayyan
930,4,القرو,Al Qaru
931,4,الحديدية,Al Hadidiyah
932,4,البعيثة,Al Bi'ithah
933,4,الصغيرية,As Sughayriyah
934,4,حويلان,Huwaylan
935,4,الصباخ,As Subakh
936,4,اللسيب,Al Lusayb
937,4,الدعيسة,Ad Da'isah
938,4,العاقول,Al 'aqul
939,4,البصر,Al Busur
940,7,المريشدية,Al Murayshdiyah
941,4,الطرفية,At Turfiyah
942,4,القرعاء,Al Qar'a
943,4,المليداء,Al Mulayda'
944,4,البطين,Al Butayn
945,4,محير الترمس,Mihir At Turmus
946,4,شري,Shari
947,4,الشقة العليا,Ash Shiqqah Al 'ulya
948,4,الشقة السفلى,Ash Shiqqah As Suflah
949,4,الزبيرة,Az Zubayrah
950,4,قصيباء,Qusayba'
951,4,القوارة,Al Quwarah
952,4,الهدية,Al Hudayyah
953,4,الغماس,Al Ghammas
954,4,مدرج,Mudarraj
955,4,قبة,Qibah
956,1,أم سريحة,Umm Surayhah
957,1,الخروعية,Al Kharwa'iyah
958,1,المجذمية,Al Majdhamiyah
959,1,الحفيرة / حصاة قحطان,Al Hufayyirah / Hasat Qahtan
960,1,الحرملية,Al Harmaliyah
961,1,خبراء الثوير,Khabra Ath Thawir
962,1,الرين,Ar Rayn
963,1,محيرقة,Muhairiqah
964,1,مرقان,Marqan
965,1,ام نخيلة,Umm Nakhilah
966,1,ام الدبي,Umm Ad Dibay
967,1,خبراء حلوة,Khabra Halwah
968,1,حجيلا,Hujaila
969,1,الفويلق,Al Fuwayliq
970,1,القويع,Al Quway'
971,1,مزعل,Miz'il
972,1,بدائع المشاعلة,Badai' Al Masha'ilah
973,1,خبراء فاران,Khabra Faran
974,1,خبيب الريم,Khubayb Ar Rim
975,1,القرارة,Al Qararah
976,1,أم طليح,Umm Tulayh
977,1,المانعية,Al Mani'iyah
978,1,الجديدة,Al Jadidah
979,1,العدوة,Al 'idwah
980,1,الذيبية,Adh Dhibiyah
981,1,الصدر,As Sadr
982,1,أبرقية,Abraqiyah
983,1,حجرفة,Hajrufah
984,1,معانيق,Ma'aniq
985,1,الصيهد,As Sayhad
986,1,اللغفة,Al Laghfah
987,1,الخفق الجديد,Al Khafaq Al Jadid
988,1,ظلماء,Dhalma
989,1,الخلائق الشرقية,Al Khalaiq Ash Sharqiyah
990,1,المزاحمية,Al Muzahimiyah
991,1,تبراك,Tebrak
992,1,الفيضة,Al Faydah
993,1,الاوسط,Al Awsat
994,1,الحويرة,Al Huwayrrah
995,1,خشم معضد,Khashm Mi'dad
996,1,البخرا,Al Bakhra
997,1,اللغفية,Al Lughfiyah
998,1,المسبر,Al Masbar
999,1,النظيم,An Nadhim
1000,1,حفرة نساح,Hafirat Nisah
1001,1,عجاج,'ajaj
1002,1,المشاعلة,Al Masha'ilah
1003,1,قنيفذة,Qunayfidhah
1004,1,عفرية,Ifriyah
1005,1,الخلائق الغربية,Al Khalaiq Al Gharbiyah
1006,1,الجفير,Al Jufayr
1007,3,الأسطح,Al Astah
1008,3,الرجع,Ar Raj'
1009,3,دمان,Duman
1010,3,المفرق,Al Mafraq
1011,3,الغزلان,Al Ghuzlan
1012,3,الجديد,Al Jadid
1013,3,وجمة,Wajmah
1014,3,عرقوص,Arqus
1015,3,العنيق,Al 'unayq
1016,3,مرتجة,Murattijah
1017,3,الفقرة,Al Faqrah
1018,3,خلص,Khals
1019,3,القفاف,Al Qifaf
1020,3,أم البرك,Umm Al Birak
1021,3,مريخة,Muraykhah
1022,3,العبلا,Al 'abla
1023,3,مرموماء,Marmuma
1024,3,قرظة,Qurudhah
1025,3,أم فحي,Umm Fahi
1026,3,البركة,Al Barkah
1027,3,الهدى,Al Hada
1028,3,الغور,Al Ghur
1029,3,مثعر,Math'ar
1030,3,الحسينية,Al Husayniyah
1031,3,الشفية,Ash Shufayyah
1032,3,السليمية,As Sulaymiyah
1033,3,أبو قرن,Abu Qarn
1034,3,المسجد,Al Masjid
1035,3,اللهبان,Al Lahban
1036,3,الجوابرة,Al Jawabirat
1037,3,خرص,Khuruss
1038,3,عاصر,Asir
1039,3,الأثود,Al Athud
1040,3,ترجم,Tarjim
1041,3,كتيدة,Kitaydah
1042,3,سفاء,Safa
1043,3,رحقان,Rahqan
1044,3,ثعيل,Thu'ayyil
1045,3,المفرق,Al Mafraq
1046,3,الميث,Al Mayth
1047,3,بئر الغنم,Bir Al Ghanam
1048,3,المرتجة,Al Murtajjah
1049,3,المعيزلة,Al Ma'ayzilah
1050,3,الحار,Al Har
1051,3,الصديرة,As Sudayyirah
1052,3,دريبس,Diraybis
1053,3,بدر,Badr
1054,3,بئر قيضي,Bi'r Qaydi
1055,3,الواسطة,Al Wasithah
1056,3,الرايس,Ar Rayis
1057,3,المسيجيد,Al Musayjid
1058,1,العين,Al 'ayn
1059,1,خفس دغرة,Khafs Daghrah
1060,1,البياض,Al Biyad
1061,1,الخرج,Al Kharj
1062,1,اليمامة,Al Yamamah
1063,1,الرفاع,Ar Rufa'
1064,1,البرة,Al Barrah
1065,1,فرزان,Farzan
1066,1,الرفيعه,Ar Rafi'ah
1067,1,الرفائع,Ar Rufai'
1068,1,العذار,Al 'adhar
1069,1,زميقة,Zumayqah
1070,1,الحزم,Al Hazim
1071,1,الهياثم,Al Hayathim
1072,1,البدع القديم,Al Bada' Al Qadim
1073,1,الدلم,Ad Dilam
1074,1,الضبعية,Ad Dubay'ah
1075,1,نعجان,Na'jan
1076,1,حي القطار,Hai Al Qitar
1077,1,الناصفة,An Nasifah
1078,1,السلمية,As Silimiyah
1079,1,البدع,Al Bada'
1080,1,السهباء,As Sahba'
1081,1,الثليما,Ath Thalima
1082,1,التوضيحية,At Tawdihiyyah
1083,1,المحطة,Al Mahattah
1084,1,الرغيب,Ar Rughayb
1085,1,المحمدي,Al Muhammadi
1086,1,الصحنة,As Sahanah
1087,3,الجريسية,Al Juraysiyah
1088,3,الغمر,Al Ghamr
1089,3,المزرع,Al Mazri'
1090,3,هبا,Haba
1091,3,الصحن,As Sahan
1092,3,مشوقة,Mashuqah
1093,3,أم العراد,Umm Al 'arad
1094,3,الهرارة,Al Harrarah
1095,3,السدرة,As Sidrah
1096,3,الجصة,Al Jissa
1097,3,الحويمضة,Al Huwaymidah
1098,3,قران,Qaran
1099,3,الخفيق,Al Khufayq
1100,3,الهميجة,Al Humayjah
1101,3,الصالحية,As Salhiyah
1102,3,مريغان,Murayghan
1103,3,العشاي,Al 'ashshay
1104,2,القعر الاسفل,Al Qa'ar Al Asfal
1105,2,خليص,Khulays
1106,2,الحدباء,Al Hadba
1107,2,الرهوة,Ar Rahawah
1108,2,القوز,Al Qawz
1109,2,الخنفسة,Al Khunfusah
1110,2,حشاش,Hishash
1111,2,الضبية,Ad Dubayyah
1112,2,البريكة,Al Buraykah
1113,2,الفز,Al Fazz
1114,2,الطينة,At Tinah
1115,2,ام الجرم,Umm Al Jurm
1116,2,الدوارة,Ad Duwwarah
1117,2,ابو مراغة,Abu Maraghah
1118,2,الحفياء,Al Hafya
1119,2,الخيف,Al Khayf
1120,2,المكسر,Al Maksir
1121,2,الفيج,Al Fij
1122,2,السهم,Al Saham
1123,2,الدف,Ad Daff
1124,2,المشريفة,Al Musharifah
1125,2,الوقب,Al Waqib
1126,2,الحلقة,Al Halqah
1127,2,جليل,Julayyil
1128,2,حلمة,Hilimah
1129,2,الجضع,Al Jid'
1130,2,البيار,Al Biyar
1131,2,المعالي,Al Ma'ali
1132,2,المديد,Al Madid
1133,2,المريصيع,Al Maraysi'
1134,2,جليلة,Jilayyilah
1135,2,المسماة,Al Masammah
1136,2,الحصينية,Al Hasayniyah
1137,2,الغروف,Al Ghuruf
1138,2,البحول,Al Bahawal
1139,2,دوقة,Dawqah
1140,2,البخترية,Al Bakhtariyah
1141,2,البرزة,Al Barzah
1142,2,السليم,As Silaym
1143,2,مهايع,Al Mahaya'
1144,2,المعداء,Al Ma'ada
1145,2,ام العرمط,Umm Al 'urmut
1146,2,المليحة,Al Milayhah
1147,2,الدحلة,Ad Dahalah
1148,2,الصليلات,As Salaylat
1149,2,غصين,Ghusayyin
1150,2,الكامل,Al Kamil
1151,2,العيبة العليا,Al 'aybah Al 'ulya
1152,5,الطليعة,Al Taleah
1153,2,القعور,Al Qu'ur
1154,2,الغريب,Al Gharayyib
1155,2,مشرق,Mishriq
1156,2,اللصب,Al Lusub
1157,2,العقلة,Al 'uqlah
1158,2,العمودة,Al 'amudah
1159,2,الوقبة,Al Waqbah
1160,2,الفارع,Al Fari'
1161,2,الخديد,Al Khidayd
1162,2,المغاوي,Al Maghawi
1163,2,المقفي,Al Maqfa
1164,2,الحطامية,Al Hatamiyah
1165,2,كدوة الأعوج,Kidwat Al 'awaj
1166,2,هشيمة,Hishaymah
1167,2,خبت مزقة,Khabt Mizqah
1168,2,السبت,As Sabt
1169,2,النيلة,An Nilah
1170,2,القرن,Al Qarn
1171,2,الحليفة,Al Hulayfah
1172,2,المسيليم,Al Musaylim
1173,2,القرى,Al Qara
1174,6,جمعة ربيعة,Jum'at At Rabiah
1175,2,الفالق,Al Faliq
1176,2,خميس حرب,Khamis Harb
1177,2,الجرد,Al Jard
1178,2,الركح,Ar Rakh
1179,2,السبطة,As Sabatah
1180,2,الثلوث,Ath Thuluth
1181,2,الشصرة,Ash Shasarah
1182,2,عمرات,'amrat
1183,2,عاجة,'ajah
1184,2,العقدة,Al 'uqdah
1185,2,الخمجان,Al Khumjan
1186,2,الكدنة,Al Kadanah
1187,2,شينانة,Shaynanah
1188,2,الجلمة,Al Jilamah
1189,2,الصرح,As Sarh
1190,2,الصعيب,As Sa'ayb
1191,2,القرية,Al Qarayyah
1192,2,المضحاة,Al Madhah
1193,2,النهيمية,An Nihaymiyah
1194,2,الغريف,Al Gharif
1195,2,الشرع,Ash Shar'
1196,2,الدغمية,Ad Dughmiyah
1197,2,أم راكة,Umm Rakah
1198,2,الدبيلة,Ad Dubayyilah
1199,2,جبار,Jabbar
1200,2,الحجف,Al Hijif
1201,2,أبو جميدة,Abu Jumaydah
1202,2,غثاة,Ghithah
1203,2,الضحياء,Ad Dahya
1204,4,الطراق,At Tiraq
1205,8,الخريمي,Al Khuraymi
1206,8,مزارع الدوية,Mazari' Ad Dawayyah
1207,8,القرفاء,Al Qarfa
1208,6,الطويفح,Al Tuwaifah
1209,8,مبرز,Mubaraz
1210,8,السليل,As Silayyil
1211,8,سبيعة,Sibi'ah
1212,8,الرشاوية,Ar Rishawiyah
1213,8,الميركة,Al Mirakah
1214,8,الشلالة,Ash Shallalah
1215,8,أم العماير,Umm Al 'amayir
1216,8,مزارع تخاييل,Mazari Takhayil
1217,8,بدائع إبضة,Badai' Ibdah
1218,8,الحورا,Al Hawra
1219,8,قرية البطين,Qaryah Al Butain
1220,8,إبضة,Ibdah
1221,8,ثرال,Thiral
1222,8,زيخين,Zikhin
1223,8,الخيط,Al Khayt
1224,8,الصلبية,As Sulubiyah
1225,8,المعازل,Al Ma'azil
1226,8,المضابيع,Al Madabi'
1227,8,الساقية,As Saqiyah
1228,8,الشنان,Ash Shinan
1229,8,العدوة,Al 'idwah
1230,8,السعيرة,As Si'ayyirah
1231,8,رك,Rakk
1232,8,الفويلق / الرشاوية,Al Fuwaileq / Ar Rishawiyah
1233,8,الابيتر,Al Ubaitir
1234,8,الكهيفية,Al Kihayfiyah
1235,8,العظيم,Al 'udhaim
1236,2,المقيصر,Al Muqaysir
1237,2,الوطاة,Al Watah
1238,2,الزرب,Az Zirb
1239,2,اللويات,Al Luwayyat
1240,2,الأريقط,Al Urayqit
1241,2,المعيزيلة,Al Mu'azilah
1242,2,الشرفية,Ash Shurufiyah
1243,2,البريكة,Al Buraykah
1244,2,الظليم,Ad Dhalim
1245,2,الحنو,Al Hinu
1246,2,الجعيرة,Al Ju'ayrah
1247,2,الحزم,Al Hazm
1248,2,الخرمة,Al Khurmah
1249,2,الغريف,Al Gharif
1250,2,شبيرم,Shubayrim
1251,2,مطية,Mityah
1252,2,دف زيني,Daff Zayni
1253,2,النويدرة,An Nuwaydirah
1254,2,الصمد,As Samad
1255,2,المرشدية,Al Murshidiyah
1256,2,الدوح الكبير,Ad Dawh Al Kabir
1257,2,الجموم,Al Jumum
1258,2,ابو عروة,Abu 'urwah
1259,2,البرابير,Al Brabir
1260,2,قرن السرور,Qarn As Surur
1261,2,الحميمة,Al Hamimah
1262,2,حرة الجبل,Harat Al Jabal
1263,2,سمد الحميمة,Samd Al Humaymah
1264,2,النزهة,An Nuzhah
1265,6,الشعبة,Ash Shu'bah
1266,6,القذال,Al Qadhal
1267,6,شواحط,Shawahit
1268,6,عدمن,'adaman
1269,6,المنيظر,Al Munaydhir
1270,6,محبة,Mahabbah
1271,6,الفصيلة,Al Fasilah
1272,6,المسلمة,Al Maslamah
1273,6,الخوش,Al Khawsh
1274,6,الكنبي,Al Kanabi
1275,6,القيوار,Al Qiwar
1276,6,القنعات,Al Qana'at
1277,6,الميفاء,Al Mifa
1278,6,صعابان,Sa'aban
1279,6,مكهاف,Makhaf
1280,6,المنظر,Al Mandhar
1281,6,أم فرع,Umm Fura'
1282,6,القريحة,Al Qurayhah
1283,6,الفرعة,Al Far'ah
1284,6,أم شعبين,Umm Sh'bayn
1285,2,مشرف,Mishrif
1286,6,قزة,Quzzah
1287,6,سيالة,Sayalah
1288,6,الأحسر,Al Ahsar
1289,6,الفاضية,Al Fadiyah
1290,6,نعص,Na's
1291,6,الضحي,Ad Dahi
1292,6,الحيد عبس,Al Hayd 'abs
1293,6,الطرقة,At Taraqah
1294,6,المجاردة,Al Majardah
1295,6,الحمة,Al Himah
1296,6,العقيقة,Al Aqiqah
1297,6,بارق,Bariq
1298,6,الهرير الشرقي - الجازي,Al Hurayr Ash Sharqi (Al Jazi)
1299,6,طيب الإسم,Tayyib Al Ism
1300,6,العمارة,Al 'ammarah
1301,6,بيشة,Bishah
1302,6,المزارقة,Al Mazarqah
1303,6,آل غيثان,Al Ghaythan
1304,6,آل الشريفي,Al Ash Shirayfi
1305,6,آل التوم,Al At Tum
1306,6,آل سويد,Al Suwayd
1307,6,الصمدة,As Simidah
1308,6,الفيض,Al Fayd
1309,6,آل مريح,Al Mirayyih
1310,6,صفوان,Safwan
1311,6,الرونة,Ar Runah
1312,6,آل الذيب,Al Adh Dhib
1313,6,روضان,Rawdan
1314,4,مطربه,Mutrabah
1315,2,حداء,Hada'
1316,2,المقايث,Al Maqayth
1317,2,القرينة / هداة الشام,Al Qurainah / Hadat Ash Sham
1318,2,القعضبة,Al Qi'dubah
1319,2,الزلال,Az Zallal
1320,2,الرويغة,Ar Ruwayghag
1321,2,العصب,Al 'asb
1322,2,القعرة,Al Qa'arah
1323,2,المعلاة,Al Ma'lah
1324,2,الجرف,Al Jarf
1325,2,الجيشي,Al Jayshi
1326,2,الزريب,Az Zurayb
1327,2,البناية,Al Binayah
1328,2,فيدة,Faydah
1329,2,الشامية,Ash Shamiyah
1330,2,المقيطيع,Al Muqayti'
1331,2,المقايتة,Al Maqaytah
1332,2,المقر,Al Miqarr
1333,2,ابو حصانية,Abu Hasaniyah
1334,2,النوارية,An Nawariyah
1335,2,الخيف,Al Khayf
1336,2,الضرس,Ad Dirs
1337,2,القرية,Al Qurayyah
1338,2,مشجي,Mushaji
1339,2,الخلاصة,Al Khulasah
1340,2,القاحة,Al Qahah
1341,2,القاع,Al Qa'
1342,2,عسفان,'isfan
1343,2,المجمعة,Al Majma'ah
1344,2,مدركة,Madrakah
1345,2,عين شمس,'ayn Shams
1346,2,الريان,Ar Rayyan
1347,1,جرير,Jarir
1348,1,الفائزية,Al Faiziyah
1349,1,المصارير,Al Masarir
1350,1,النويعمة,An Nuway'mah
1351,1,وادي الدواسر,Wadi Ad Dawasir
1352,1,ابرق النعام,Abraq An Na 'am
1353,1,كمدة,Kamdah
1354,1,الفاو,Al Faw
1355,1,حرجة الزفر,Hirjat Az Zufur
1356,1,حجلة السواد,Hajlat As Suwad
1357,1,الكواكب,Al Kawakib
1358,1,الدلعبي,Ad Dhala'aby
1359,1,بني لبيب,Bani Labib
1360,1,خشم البازوم,Khashm Al Bazum
1361,1,السليل,As Sulayyil
1362,1,خيران,Khayran
1363,1,تمرة,Tamrah
1364,1,حمام,Himam
1365,1,ريدا,Rayda
1366,2,الوسقة,Al Wasqah
1367,2,المدرج,Al Midrij
1368,12,الحدبة,Al Hadabah
1369,2,الخصرة,Al Khasirah
1370,2,عوية,'uwayyah
1371,2,المشاش,Al Mishash
1372,6,روام,Rwam
1373,2,الحصاحص,Al Hasahis
1374,2,المدير,Al Mudir
1375,2,ذي رهجان,Dhi Rahjan
1376,2,اللغيسيم,Al Lughaysim
1377,2,الوقرين,Al Waqrayn
1378,2,الصواملة,As Suwamilah
1379,2,الصدية,As Sadiyah
1380,2,سوق الجمعة,Suq Al Jum'ah
1381,12,مسعدة,Masa'dah
1382,12,ظهي,Dhaha
1383,2,سلم الزواهرة,Salam Az Zuwahirah
1384,2,أم الشوك,Umm Ash Shawk
1385,12,الحريقة,Al Hariqah
1386,2,الحبقة,Al Habqah
1387,12,كرش,Karsh
1388,2,مفتاح,Miftah
1389,2,الكردم,Al Kurdum
1390,2,الليث,Al Lith
1391,2,الجائزة,Al Jaizah
1392,2,قاعس,Qa'is
1393,2,المضحاة,Al Madhah
1394,2,الميثاء,Al Maytha
1395,2,الغرات,Al Ghurrat
1396,2,صلعة,Sala'ah
1397,2,ضبيعة,Dubay'ah
1398,2,الشعبة,Ash Shu'bah
1399,2,الحلي,Al Hulay
1400,12,القري,Al Qari
1401,2,الرنيفة,Ar Runayfah
1402,2,سوق اللصفة,Suq Al Lusafah
1403,2,عيون حارة,'uyun Harrah
1404,2,السوحة,As Siwahah
1405,2,ربوع العين,Rubu Al Ayn
1406,2,المجيرمة,Al Mijayrimah
1407,2,السعدية,As Sa'diyah
1408,2,سوق ذرى,Suq Dhara
1409,2,سوق ترعا,Suq Tara'a
1410,2,الرفغ,Ar Rafugh
1411,2,قرضة,Qaradah
1412,2,البرد,Al Barid
1413,2,سوق بني يزيد,Suq Bani Yazid
1414,2,حقال,Haqal
1415,2,الساعي,As Sa'i
1416,2,ذنباء,Dhanaba
1417,2,المقسبة,Al Maqsabah
1418,2,شراقب,Sharaqib
1419,2,شيباي,Shaybay
1420,2,قفيلان,Qufaylan
1421,2,الصالف,As Salif
1422,2,صبح,Sabah
1423,2,الغالة,Al Ghallah
1424,2,غميقة,Ghumayqah
1425,12,الحجرة,Al Hajrah
1426,2,لملم,Lamlam
1427,12,الجرين,Al Jarin
1428,2,الشاقة / الصهوة,Al Shaqqah (As Shwah)
1429,6,السفح,As Safah
1430,6,حزم مفتاح,Hazm Miftah
1431,6,جاش,Jash
1432,6,روضة جاش,Rudat Jash
1433,6,الحرفين,Al Harfayn
1434,6,لاعس,La'is
1435,6,مريغان,Murayghan
1436,6,الدريب,Ad Dirayb
1437,6,الجازع,Al Jazi'
1438,6,الفاخرية,Al Fakhriyah
1439,6,كتنة,Kutnah
1440,6,الجزيرة,Al Jazirah
1441,6,الحنيك,Al Hanek
1442,6,مريخة,Muraykhah
1443,6,تثليث,Tathlith
1444,6,ال سويدان,Al Suwaydan
1445,6,ال عيفان,Al Ayfan
1446,6,ال خميسة,Al Khumaysah
1447,6,القيرة,Al Qirah
1448,6,الحمضة,Al Hamdah
1449,6,الزرق,Az Zurq
1450,6,حبية,Habiyah
1451,6,رغوان,Rughwan
1452,6,العين,Al 'ayn
1453,6,الامواه,Al Amwah
1454,6,الصبيخة,As Subaykhah
1455,12,الإشتاء,Al Ishta
1456,12,المكاتيم,Al Makatim
1457,12,الحكمان,Al Hukman
1458,12,الكلبة,Al Kalibah
1459,12,الثراوين,Ath Tharawin
1460,12,قريش الحسن,Quraysh Al Hasan
1461,12,الضبيعات,Ad Dubay'at
1462,12,وادي بطحان,Wadi Bathan
1463,12,الكرادسة,Al Karadisah
1464,12,سبيحة العليا,Sabihah Al 'ulya
1465,12,القرى,Al Qara
1466,12,الاطاولة,Al Atawlah
1467,12,بيدة,Baydah
1468,12,القسمة,Al Qisamah
1469,12,نخال,Nikhal
1470,6,الخليج,Al Khalij
1471,6,الصبيحي,As Sabihi
1472,6,المدراء,Al Madra
1473,6,الباقرة,Al Baqirah
1474,6,نمران,Namran
1475,6,شديق,Shudayq
1476,6,الحرف,Al Harf
1477,6,العطف,Al 'atf
1478,6,الدحو,Ad Dihu
1479,6,الحريرة,Al Hurayrah
1480,6,الشقيقة,Ash Shaqiqah
1481,6,النقيع,An Naqi'
1482,6,الرفائع,Ar Rafai'
1483,6,الجنينة,Al Junaynah
1484,6,عيدان,Idan
1485,6,أم الفروغ,Umm Al Furugh
1486,6,عقيلية,'aqiliyah
1487,6,بينة,Baynah
1488,6,عرمان,'arman
1489,6,القديحي,Al Qadihy
1490,6,واعر,Wa'ir
1491,6,الشط,Ash Shatt
1492,6,المروة,Al Marwah
1493,6,المهامل,Al Mahamil
1494,6,المجمعة,Al Majma'ah
1495,6,الحيفة,Al Hifah
1496,6,مهر,Muhr
1497,6,البهيم,Al Bahim
1498,6,الغفرات,Al Ghafrat
1499,6,المعدن,Al Ma'din
1500,6,القوز,Al Quz
1501,6,بادية,Badiyah
1502,6,القاع,Al Qa'
1503,6,كتنة,Kutnah
1504,6,مجحم,Mujahhim
1505,6,الحجون,Al Hajun
1506,6,صمخ,Samakh
1507,6,الحفيرة,Al Hufayrah
1508,6,الثنية,Ath Thiniyah
1509,6,القوزية,Al Qawziyah
1510,6,القوباء,Al Qawba
1511,6,قطبة,Qutbah
1512,6,دفرخرشان,Dafir Kharshan
1513,6,جلال,Jallal
1514,6,بيشة,Bishah
1515,6,الديلمي,Ad Dailami
1516,6,الرقيطاء,Ar Ruqaita'
1517,6,تبالة,Tabalah
1518,6,الحازمي,Al Hazmi
1519,6,الخضراء,Al Khadra
1520,12,الهضبة,Al Hadabah
1521,12,الأبناء,Al Abna
1522,12,بني جرة,Bani Jarrah
1523,12,آل مرزوق,Al Marzuq
1524,12,آل حميد,Al Himayd
